Date,Tweets,Preprocessing
2020-06-21 19:37:36,@bbydilaa semangat dila🙆❤️, semangat dila 
2020-06-21 19:37:36,"@njhpreciouss Kiwi

Dinah Jane
https://t.co/Eam700z65y", kiwi dinah jane 
2020-06-21 19:37:36,sampe kebangun gara2 gempa... ya gede sih..,sampe kebangun gara2 gempa ya gede sih 
2020-06-21 19:37:36,@gausakepoya njrit, njrit
2020-06-21 19:37:36,@sakyeah Nah sung. Keburu jadi overthinking kemana-mana😂, nah sung keburu jadi overthinking kemana mana 
2020-06-21 19:37:36,Gempanya krasa banget,gempanya krasa banget
2020-06-21 19:37:36,@EUNSEOxLS Gimana caranya? -jo, gimana caranya jo
2020-06-21 19:37:36,@amu_page Innalillahewainnaileherajayoon, page innalillahewainnaileherajayoon
2020-06-21 19:37:36,"kerasa bgtt , aku doang po gmna",kerasa bgtt aku doang po gmna
2020-06-21 19:37:36,RT @stillwjk: YOONGI | strange https://t.co/tgTBQeSeqy, yoongi strange 
2020-06-21 19:37:36,@dindauniverse Lagi ngefly? :v, lagi ngefly v
2020-06-21 19:37:36,RT @Rayyan_Danniel: Cari partner yg boleh help each other to grow &amp; to glow. Setakat buat geli geli je tak yah., danniel cari partner yg boleh help each other to grow amp to glow setakat buat geli geli je tak yah 
2020-06-21 19:37:36,"Demi allah jogja gempa barusan apa ga sih, bener bener serumah ngerasain gempa😭",demi allah jogja gempa barusan apa ga sih bener bener serumah ngerasain gempa 
2020-06-21 19:37:36,@andihiyat Gua bingung ni org kapan tidur sih kok perasaan 24/7 muncul di feeds w. Apa ada manager shift an?, gua bingung ni org kapan tidur sih kok perasaan 24 7 muncul di feeds w apa ada manager shift an 
2020-06-21 19:37:36,@haileesfandom @jhlOdydb @jauregxkcc Dinah Jane, dinah jane
2020-06-21 19:37:36,@DIGORO_RS O itlhakola byang????🤦🏽‍♀️, rs o itlhakola byang 
2020-06-21 19:37:36,@micinisasi BANTUL, bantul
2020-06-21 19:37:36,@Sesyline_KE @chiwawa_36 @Hannah_mwangi_ Malisaaa, ke 36 mwangi malisaaa
2020-06-21 19:37:36,@Nabilasekard Kerasa bgt Nab, kerasa bgt nab
2020-06-21 19:37:36,Gempaaaaa,gempaaaaa
2020-06-21 19:37:36,@Flexiblexxx Ayya Allah yabaki lfy, ayya allah yabaki lfy
2020-06-21 19:37:36,RT @kabarklaten: gempaaa, gempaaa
2020-06-21 19:37:36,@KediriFess Ga kroso min pas ak mencolot mau nee. Baleni ndang, ga kroso min pas ak mencolot mau nee baleni ndang
2020-06-21 19:37:36,ada gempa gede lumayan lama barusan tp aku terlalu ngantuk buat keluar kamar alias set.3 pagi woi:(,ada gempa gede lumayan lama barusan tp aku terlalu ngantuk buat keluar kamar alias set 3 pagi woi 
2020-06-21 19:37:36,RT @BamBam1A: @seungmintop ...................hi boss,1a hi boss
2020-06-21 19:37:36,"@Mrs_Cherryyy Ya namanya akun hode mah bingung mau post apa, sekalinya ada yg bagus postingannya pasti dilahap🤣", cherryyy ya namanya akun hode mah bingung mau post apa sekalinya ada yg bagus postingannya pasti dilahap 
2020-06-21 19:37:36,aku risau betul bila org pecut ikut kiri ni https://t.co/X0i7ycg0Jn,aku risau betul bila org pecut ikut kiri ni 
2020-06-21 19:37:36,@Tiangwifi Pedes hyung, pedes hyung
2020-06-21 19:37:36,@kikomilktea muk jadi rijal bakrie, muk jadi rijal bakrie
2020-06-21 19:37:36,"RT @deirikaa: Diinggg 🎵

#jungkook #fanart https://t.co/vCohIcIiqn", diinggg jungkook fana
2020-06-21 19:37:36,"RT @VistaEarth: Bali, Indonesia 🇮🇩 
via: daianadaiana https://t.co/iLDCZUrdIP", bali indonesia via daianadaiana 
2020-06-21 19:37:36,@tenklukodvedle1 Cinkas mi furt,1 cinkas mi furt
2020-06-21 19:37:36,@dhofberteman Hai! Laporkan bencana di sekitarmu menggunakan link ini. Terima kasih. https://t.co/Z3ZxjVjyQ8, hai laporkan bencana di sekitarmu menggunakan link ini terima kasih 
2020-06-21 19:37:36,"@auf9721 Hai! Gunakan link ini untuk menginput lokasi banjir, keterangan, &amp; foto. https://t.co/NDYZuK16sg",9721 hai gunakan link ini untuk menginput lokasi banjir keterangan amp foto 
2020-06-21 19:37:36,Yang rep gua dm 👉👈,yang rep gua dm 
2020-06-21 19:37:36,Dah tau tak hensem tak payahlah ngorat. Ni semua taik babi https://t.co/AUZixilZhR,dah tau tak hensem tak payahlah ngorat ni semua taik babi 
2020-06-21 19:37:36,Haya magari yanavojipangaga nje ya hostel za magufuli smfh,haya magari yanavojipangaga nje ya hostel za magufuli smfh
2020-06-21 19:37:36,Gempa woy,gempa woy
2020-06-21 19:37:36,Baru bangun; kaget. Gempa dong :),baru bangun kaget gempa dong 
2020-06-21 19:37:36,@dyoisbae Sama hyung, sama hyung
2020-06-21 19:37:36,@area_jogja Gedeee ya min berasa bgt, jogja gedeee ya min berasa bgt
2020-06-21 19:37:36,RT @thaiifess: [thaitea] ada salam dari Harit https://t.co/zhGAfpXsIl, thaitea ada salam dari harit 
2020-06-21 19:37:36,🤣🤣🤣 ga goal ya Allah kok bisa, ga goal ya allah kok bisa
2020-06-21 19:37:36,"RT @P3nj3l4j4h_id: Opini lu dangkal bgt njirr😂

Selama ada orang goblok seperti elisa ini gp2 kita goblok, gitu logikanya kali yaa😂 https:/…",3nj3l4j4h id opini lu dangkal bgt njirr selama ada orang goblok seperti elisa ini gp2 kita goblok gitu logikanya kali yaa 
2020-06-21 19:37:36,@infoBMKG gempa min sewon bantul jogja, gempa min sewon bantul jogja
2020-06-21 19:37:36,"Mata gue masi asing :"" tp mulai skrg jg bakal lihat bgini :"" https://t.co/ssTWcAPg6r",mata gue masi asing tp mulai skrg jg bakal lihat bgini 
2020-06-21 19:37:36,"@desthynur_15 Halo, saya Bencana Bot. Untuk melaporkan banjir di sekitarmu, silakan balas dengan #banjir. https://t.co/zh9sTs8Jb0", 15 halo saya bencana bot untuk melaporkan banjir di sekitarmu silakan balas dengan banjir 
2020-06-21 19:37:36,"Kebahagiaan itu tidak mahal. Kebahagiaan bukanlah sesuatu untuk dibeli, namun sesuatu untuk dirasakan.",kebahagiaan itu tidak mahal kebahagiaan bukanlah sesuatu untuk dibeli namun sesuatu untuk dirasakan 
2020-06-21 19:37:36,@siiplahoke dmn tuh, dmn tuh
2020-06-21 19:37:36,RT @Official_Arnab_: @RahulGandhi Surrender hota hai Bsdk 🤣🤣, arnab surrender hota hai bsdk 
2020-06-21 19:37:36,"@maksengkrang engga, aman merapi. yang tadi pagi aja ga kerasa gini di tempatku", engga aman merapi yang tadi pagi aja ga kerasa gini di tempatku
2020-06-21 19:37:36,@faisoldash 😂😄wamma i gat u.., wamma i gat u 
2020-06-21 19:37:36,"Youtubean nonton KTJ, tak kiro kasur e di obahke demit,  eh jebul Gempa.",youtubean nonton ktj tak kiro kasur e di obahke demit eh jebul gempa 
2020-06-21 19:37:36,@dityatpe @yanu_sojo Nutuk saiki ra telat to, sojo nutuk saiki ra telat to
2020-06-21 19:37:36,@subtanyarl nggak, nggak
2020-06-21 19:37:36,Mak tratap.,mak tratap 
2020-06-21 19:37:36,RT @crafynn: Hahahahah Jihyo salah sebut I love Malaysia dekat Hongkong fan meeting  😂😂 https://t.co/CdKXUtM8CZ, hahahahah jihyo salah sebut i love malaysia dekat hongkong fan meeting 
2020-06-21 19:37:36,KALO JOGJA GEMPA SERPONG KENA GASI ANJING TAKUT GBLOK,kalo jogja gempa serpong kena gasi anjing takut gblok
2020-06-21 19:37:36,Gaada info gempa kah?🥺,gaada info gempa kah 
2020-06-21 19:37:36,2137 Kamil,2137 kamil
2020-06-21 19:37:36,Gempa lumayan sui yo,gempa lumayan sui yo
2020-06-21 19:37:36,RT @JogjaUpdate: gempa, gempa
2020-06-21 19:37:36,"@infoBMKG Min solo gempa, kerasa banget di lantai 4 :(", min solo gempa kerasa banget di lantai 4 
2020-06-21 19:37:36,gempa opo to iki,gempa opo to iki
2020-06-21 19:37:36,HUEEEE PARAH HABIS MATI LAMPU TERUS GEMPA NANGIS,hueeee parah habis mati lampu terus gempa nangis
2020-06-21 19:37:36,"@ShabirunN @LFC_ID @budysetiawan08 Thanks gan, linknya bekerja 🙏", id 08 thanks gan linknya bekerja 
2020-06-21 19:37:36,@Oraibtz Hakuna mtanzania asiyejua kuwa hata 2015 @ccm_tanzania walishindwa. Mkapa akaingilia kwa nguvu Sanaa na kulazimisha. Hivi TZ tumeshajiuliza kwa nini @MagufuliJP anateua wanajeshi au police? Anajua hapendwi kinga yake kubwa iko JWTZ na @tanpol. Nje ya hapo hawapati hata wabunge 20, hakuna mtanzania asiyejua kuwa hata 2015 tanzania walishindwa mkapa akaingilia kwa nguvu sanaa na kulazimisha hivi tz tumeshajiuliza kwa nini anateua wanajeshi au police anajua hapendwi kinga yake kubwa iko jwtz na nje ya hapo hawapati hata wabunge 20
2020-06-21 19:37:36,@chateaumeh purwokerto a, purwokerto a
2020-06-21 19:37:36,#informasiunik #ntb &gt; Kebanyakan debu rumah tangga yang terbuat dari sel-sel kulit mati., informasiunik ntb gt kebanyakan debu rumah tangga yang terbuat dari sel sel kulit mati 
2020-06-21 19:37:36,Gempa lumayan banter,gempa lumayan banter
2020-06-21 19:37:36,@mauteajus1 di jogja ini tp belum tau asalnya dari mana,1 di jogja ini tp belum tau asalnya dari mana
2020-06-21 19:37:36,Kerasa gempa ngga,kerasa gempa ngga
2020-06-21 19:37:36,@fanimoodygirl pusatnya dimana?, pusatnya dimana 
2020-06-21 19:37:36,Kasi ya Uchaguzi https://t.co/l7uc75DOqH,kasi ya uchaguzi 
2020-06-21 19:37:36,RT @squidwardmnfs: /sqw/ mutualan? RT aja, sqw mutualan aja
2020-06-21 19:37:36,@masyitori anakmu sukses yak pak, anakmu sukses yak pak
2020-06-21 19:37:36,@etovante Samaaa, samaaa
2020-06-21 19:37:36,"@urfavbrian @KangBryans Jawab ato kita mutilasi,,", jawab ato kita mutilasi 
2020-06-21 19:37:36,I thought it was the basics of any kind of relationship ato guenya aja yg terlalu baik sm pasangan? 😂 https://t.co/PnlH0P2Lka,i thought it was the basics of any kind of relationship ato guenya aja yg terlalu baik sm pasangan 
2020-06-21 19:37:36,"RT @Tanya_offl: KOLUTHUNGADA 🤩 @actorvijay
The King of Kollywood 
#HBDTHALAPATHYVijay https://t.co/H30s3HssX4", offl koluthungada the king of kollywood hbdthalapathyvijay 
2020-06-21 19:37:36,"Prioritas tiap pasangan emang beda..
Tapi goals kami gak pingin punya hutang terlalu lama dan membentuk sandwich generation berikutnya.

Doain semoga kami selalu on track yaaa 🙏🙏",prioritas tiap pasangan emang beda tapi goals kami gak pingin punya hutang terlalu lama dan membentuk sandwich generation berikutnya doain semoga kami selalu on track yaaa 
2020-06-21 19:37:36,GEMPA DIMANA,gempa dimana
2020-06-21 19:37:36,@skhuw @AsandaBhenya Lol sengath vele banemali, lol sengath vele banemali
2020-06-21 19:37:36,Yg dom jogja kerasa goyang2 gk td?,yg dom jogja kerasa goyang2 gk td 
2020-06-21 19:37:36,Jogja gempa lure,jogja gempa lure
2020-06-21 19:37:36,@ChunghaBrazil @CHUNGHA_MNHent Apaga?, mnhent apaga 
2020-06-21 19:37:36,"@utaminita51 Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/usAH2RrDCJ",51 halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:36,:] so sad  aku tidur pulas sampe bangun kaget #gempajogja, so sad aku tidur pulas sampe bangun kaget gempajogja
2020-06-21 19:37:36,Ada yg lagi tidur?,ada yg lagi tidur 
2020-06-21 19:37:36,2137 btw kckckc 💖😁 https://t.co/oazgs2vck6,2137 btw kckckc 
2020-06-21 19:37:36,Yoh baphila ithibang thibang kulendlu ☹️,yoh baphila ithibang thibang kulendlu 
2020-06-21 19:37:36,@tellourss iya mba kerasa di bantul, iya mba kerasa di bantul
2020-06-21 19:37:36,DUET PELANGSING PALING FENOMENAL itu WMP &amp; DTOZYM BAKAR DAN RONTOKIN LEMAK ORDER BBM D2E8573D WA 085797970779 https://t.co/c23oUBlrOG,duet pelangsing paling fenomenal itu wmp amp dtozym bakar dan rontokin lemak order bbm d2e8573d wa 085797970779 
2020-06-21 19:37:36,HAH GEMPA DMN,hah gempa dmn
2020-06-21 19:37:36,@kopiflipburger w kira ikan sumph, w kira ikan sumph
2020-06-21 19:37:36,guakan lagi nikmat tidur,guakan lagi nikmat tidur
2020-06-21 19:37:36,PARAH MEN JOGJA GEMPA WOE,parah men jogja gempa woe
2020-06-21 19:37:36,"Ribet bgt si mau daftar sekolah.suwe"" tak tukulo sekolah e..",ribet bgt si mau daftar sekolah suwe tak tukulo sekolah e 
2020-06-21 19:37:36,@isnein_iis Sampe skrg masih gemeter saya bu..huhu, iis sampe skrg masih gemeter saya bu huhu
2020-06-21 19:37:36,@jasmineazzuri aku yo kaget bangat, aku yo kaget bangat
2020-06-21 19:37:36,@KediriFess ga kerosoo:((, ga kerosoo 
2020-06-21 19:37:36,@softlysunwoo anjrot stay safe hyung, anjrot stay safe hyung
2020-06-21 19:37:36,"RT @dwihandaanda: Sudah retweet ini dari bulan april, ternyata ini berguna sekali untuk kalian para calon ibu. Banyak2 baca dan tenang sama…", sudah retweet ini dari bulan april ternyata ini berguna sekali untuk kalian para calon ibu banyak2 baca dan tenang sama 
2020-06-21 19:37:36,@aqlnhw ga kerasa demi apa, ga kerasa demi apa
2020-06-21 19:37:36,Gempa bumi.,gempa bumi 
2020-06-21 19:37:36,@valerriyoxfzw a rwarawrwarwarar, a rwarawrwarwarar
2020-06-21 19:37:36,@hipalupi Haiyo bokongku egal egol e, haiyo bokongku egal egol e
2020-06-21 19:37:36,@sansflowerr Iya astaghfirullah mana gede lg, iya astaghfirullah mana gede lg
2020-06-21 19:37:36,RT @JogjaUpdate: gempa, gempa
2020-06-21 19:37:36,Kntl kaget gempa👀,kntl kaget gempa 
2020-06-21 19:37:36,Di jogja gempa nya berasa banget,di jogja gempa nya berasa banget
2020-06-21 19:37:36,@_SiyaMbele Hai ngyabona Kabza 🤣, siyambele hai ngyabona kabza 
2020-06-21 19:37:36,RT @PankajK92877249: @pinkichaubey Election aate hi khel chalu ho jata bjp ka purana agenda hai,92877249 election aate hi khel chalu ho jata bjp ka purana agenda hai
2020-06-21 19:37:36,gempa gempa,gempa gempa
2020-06-21 19:37:36,"RT @duyulopmii: Problematika anak twitter:

███████
███████
███████
███████
███████
███████
███████
███████
███████
███████
███████…", problematika anak twitter 
2020-06-21 19:37:36,@anakpaud___ jateng kayaknya sekitaran jogja, jateng kayaknya sekitaran jogja
2020-06-21 19:37:36,@satpamkncl Kenceng banget 😭, kenceng banget 
2020-06-21 19:37:36,@rumputhijaaw Iyaaa njirrr ampe sesegukan 😭, iyaaa njirrr ampe sesegukan 
2020-06-21 19:37:36,@akunpesimis Iya kirain mabuk ternyata gempa😢, iya kirain mabuk ternyata gempa 
2020-06-21 19:37:36,@mojojojo0o0 jogja nii,0o0 jogja nii
2020-06-21 19:37:36,@chickenoishi Kerasa juga?, kerasa juga 
2020-06-21 19:37:36,@kaemseokjin Itulah tujuan ku, itulah tujuan ku
2020-06-21 19:37:36,@sweet7ivy Astaga kmu ga kenapa2 tapi kan?,7ivy astaga kmu ga kenapa2 tapi kan 
2020-06-21 19:37:35,GEMPAAAAA,gempaaaaa
2020-06-21 19:37:35,@puredere @luisjlx so mono lulu :3, so mono lulu 3
2020-06-21 19:37:35,RT @Kulinobareng_: Gempa lur., gempa lur 
2020-06-21 19:37:35,"Ini merapi kah? Ya Allah w mau ambil ijazah oyyy seminggu lagikampus w di pucuk.
Tadi pagi erupsi, skg gempa.
Ada2 aja",ini merapi kah ya allah w mau ambil ijazah oyyy seminggu lagikampus w di pucuk tadi pagi erupsi skg gempa ada2 aja
2020-06-21 19:37:35,@jjdilaga kenceng bos, kenceng bos
2020-06-21 19:37:35,@jaaa_dee Ouii t’es ma jums blg, dee ouii t es ma jums blg
2020-06-21 19:37:35,"Bapak kos masih asik tidur aja

Kehed",bapak kos masih asik tidur aja kehed
2020-06-21 19:37:35,@Jogja_Uncover Huueee kebangun gempa.., uncover huueee kebangun gempa 
2020-06-21 19:37:35,"RT @pergijauh: Umur boleh nambah tua, gaya berpakaian jangan. Amin", umur boleh nambah tua gaya berpakaian jangan amin
2020-06-21 19:37:35,@ahmdfthin helamak kau ada crush bukan reti roger, helamak kau ada crush bukan reti roger
2020-06-21 19:37:35,@mecutiepiee posisi dimana?, posisi dimana 
2020-06-21 19:37:35,"@sssantoryu Tenang saja, dia tak akan tau jawabannya.", tenang saja dia tak akan tau jawabannya 
2020-06-21 19:37:35,@Alphonsoh99 Nikawauzia maji wakasema nawateka,99 nikawauzia maji wakasema nawateka
2020-06-21 19:37:35,@Daffaphlvi jomblo kelewat akut ya gni🤣, jomblo kelewat akut ya gni 
2020-06-21 19:37:35,Gempa 🥺,gempa 
2020-06-21 19:37:35,@Berkcansoyluu1 Bbgg,1 bbgg
2020-06-21 19:37:35,"RT @santeira: Kalau Melayu rasis, then Sugu Pavithra wouldn't be a thing. Dorang buat video masakan India dalam bahasa Melayu and orang Mel…", kalau melayu rasis then sugu pavithra wouldn t be a thing dorang buat video masakan india dalam bahasa melayu and orang mel 
2020-06-21 19:37:35,@urchocopie_ pantesan ape wak, pantesan ape wak
2020-06-21 19:37:35,@5hfollowtrick Dinah Jane c,5hfollowtrick dinah jane c
2020-06-21 19:37:35,RT @kaxkashi: Akatsuki transformation https://t.co/8FPQgWxAIo, akatsuki transformation 
2020-06-21 19:37:35,@hnsngwoors edan aku langsung bangun., edan aku langsung bangun 
2020-06-21 19:37:35,"@sunnichee Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/2DuGVCocRq", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:35,@catthusiast @samsungID A71 AJA sdh snapdragon, a71 aja sdh snapdragon
2020-06-21 19:37:35,"RT @elsyandria: Kadang suka mikir, gue layak dicintai gak si ? :’)", kadang suka mikir gue layak dicintai gak si 
2020-06-21 19:37:35,RT @distortedvideos: Hi hErbErT https://t.co/DwcmmGxbR0, hi herbe
2020-06-21 19:37:35,"@yyha_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/vaCeccoZLV", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:35,"RT @hobiplanes: pernalonga: o meu mem- 

jungkook: NOSSO meme https://t.co/UCvDHcRg0o", pernalonga o meu mem jungkook nosso meme 
2020-06-21 19:37:35,@rlthingy Idieeee masih untung ditlp balik, idieeee masih untung ditlp balik
2020-06-21 19:37:35,Kerasa bgt gempanyaaa :((((😭,kerasa bgt gempanyaaa 
2020-06-21 19:37:35,"@nurulandhika_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/EepWud7Vzy", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:35,"RT @agstt: Aku tidak suka memaksamu, aku lebih suka mendiskusikan bersamamu. Karena cara mencintaiku tidak menganggapmu seperti obyek yang…", aku tidak suka memaksamu aku lebih suka mendiskusikan bersamamu karena cara mencintaiku tidak menganggapmu seperti obyek yang 
2020-06-21 19:37:35,Bangun gaes... Gempa,bangun gaes gempa
2020-06-21 19:37:35,@MamotseM_ @Jafta_ML Ra tseba, ml ra tseba
2020-06-21 19:37:35,@haechflrt omgthx 🙈🙏, omgthx 
2020-06-21 19:37:35,Tolong laaa aku dh penat beria ni,tolong laaa aku dh penat beria ni
2020-06-21 19:37:35,"Mayan goyang sih, cuma bentar",mayan goyang sih cuma bentar
2020-06-21 19:37:35,RT @stanmenfess: /sm sapa yg gini ppi-mk nya? https://t.co/b9qpL3t26Q, sm sapa yg gini ppi mk nya 
2020-06-21 19:37:35,"@itsditoo @ermas__ Kene lumayan banter, jamku jiglok", kene lumayan banter jamku jiglok
2020-06-21 19:37:35,RT @Yyaaaaappp: @haeeeeechan Bisa dong jihyo dahyun, bisa dong jihyo dahyun
2020-06-21 19:37:35,@adeputra1886 Dimnaa,1886 dimnaa
2020-06-21 19:37:35,"Smpek ke bangun, Mau keluar ga ada yg teriak",smpek ke bangun mau keluar ga ada yg teriak
2020-06-21 19:37:35,"@ndlviaa Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/neerZQETJs", halo saya bencana bot untuk melaporkan dampak gempa di sekitarmu silakan balas dengan gempa 
2020-06-21 19:37:35,"kebangun gegara mimpi buruk trus ada gempa, seketika langsung bingung, dikira masih mimpi wkwkwk",kebangun gegara mimpi buruk trus ada gempa seketika langsung bingung dikira masih mimpi wkwkwk
2020-06-21 19:37:35,@gingsuI Ak madiun astaga ini pusatnya mana 😭😭😭😭, ak madiun astaga ini pusatnya mana 
2020-06-21 19:37:35,@itsuzet Banyumas timur, banyumas timur
2020-06-21 19:37:35,"RT @indrawhan: jangan boros
kamu nabung aja belum tentu kaya

jangan males malesan
kamu rajin aja belum tentu sukses

jangan jadi orang yan…", jangan boros kamu nabung aja belum tentu kaya jangan males malesan kamu rajin aja belum tentu sukses jangan jadi orang yan 
2020-06-21 19:37:35,@flaamingo__ Makasi km, makasi km
2020-06-21 19:37:35,@februaryaa Gempa, gempa
2020-06-21 19:37:35,@fwckzodiac notif dari tuhan :(, notif dari tuhan 
2020-06-21 19:37:35,apaka aku di ghosting,apaka aku di ghosting
2020-06-21 19:37:35,@strawberlyp @thestorykids tobat hani, tobat hani
2020-06-21 19:37:35,kaget malah ngetuit. mlayu kek,kaget malah ngetuit mlayu kek
2020-06-21 19:37:35,"Biasanya kalo gempa mapam tak terbangun, kali ibinterbangun karena suaranya keras",biasanya kalo gempa mapam tak terbangun kali ibinterbangun karena suaranya keras
2020-06-21 19:37:35,Gempa 😭,gempa 
2020-06-21 19:37:35,MANTAP AKU INGET ID FC 2 TAHUN LALU,mantap aku inget id fc 2 tahun lalu
2020-06-21 19:37:35,@JILOVEB0T nuh huh!!,0t nuh huh 
2020-06-21 19:37:35,@A_Goyzueta04 ya bb, goyzueta04 ya bb
2020-06-21 19:37:35,"RT @ChunghaBrazil: 🏆 TOP20 COREOGRAFIAS DE CHUNGHA 🏆

#9 - Black (Lee Hyori Cover)

#청하 #CHUNGHA @CHUNGHA_MNHent https://t.co/Durth1vd9Y", top20 coreografias de chungha 9 black lee hyori cover chungha mnhent 
2020-06-21 19:37:35,@HighOnStan Peter P or Q?, peter p or q 
2020-06-21 19:37:35,kaget cok asuki,kaget cok asuki
